price,title,location
"₦ 165,000,000",4 Bedroom Semi Detached Duplex With Bq,Ogudu Gra Ogudu Lagos
"₦ 60,000,000",807sqm Dry Land With A Bungalow,Good Luck Axis Ogudu Ogudu Lagos
"₦ 600,000,000",1500 Sqm Of Prime Land + Demolishable Structure For Jv,Ogudu Gra Ogudu Lagos
"₦ 285,000,000",Neat 4 Bedroom Duplex,Ogudu Lagos
"₦ 200,000,000",Well Structured 4 Units Of 3 Bedroom Flats,Ogudu Lagos
"₦ 270,000,000",Fenced Land Measuring 563sqm,Phase 1 Ogudu Gra Ogudu Lagos
"₦ 350,000,000",4 Bedroom Fully Detached Duplex,Ogudu Gra Ogudu Lagos
"₦ 45,000,000",Plot Of Land,Ogudu Orike Ogudu Lagos
"₦ 450,000,000",Brand New 5 Bedroom Detached Duplex,Ogudu Gra Ogudu Lagos
"₦ 230,000,000",13 Bedroom Fully Detached Duplex With Bq,Ogudu Orike Ogudu Lagos
"₦ 180,000,000",Spacious 4 Bedroom Terrace Duplex,Ogudu Lagos
"₦ 250,000,000",4 Bedroom Terraced Duplex,Ramat Estate Ogudu Gra Ogudu Lagos
"₦ 80,000,000",Block Of Apartments,Ogudu Orike Ogudu Lagos
"₦ 120,000,000",New 4 Bedroom Terraced Duplex,Close To Ogudu Gra Ogudu Lagos
"₦ 180,000,000",Storey Building,Ago Palace Okota Lagos
"₦ 200,000,000",5 Bedroom Detached Duplex With Penthouse,Greenfield Estate Ago Palace Okota Lagos
"₦ 100,000,000",Plot Of Land,Ago Palace Okota Lagos
"₦ 150,000,000",A Storey Building,Ago Palace Okota Lagos
"₦ 170,000,000",4 Units Of 3 Bedroom Flats,Ago Palace Okota Lagos
"₦ 200,000,000",6 Units Of 3 Bedroom Flats,Ago Palace Okota Lagos
"₦ 390,000,000",Luxury 5 Bedroom Fully Detached Duplex,2nd Toll Gate Chevron Lekki Lagos
"₦ 35,000,000",1 Plot Of Land,Ago Palace Okota Lagos
"₦ 75,000,000",Full Plot Of Land,Ago Palace Okota Lagos
"₦ 200,000,000",Solid Storey Building,Ago Palace Okota Lagos
"₦ 1,300,000,000",Functional School,Okota Lagos
"₦ 150,000,000",3 Bedroom Duplex,Ago Palace Okota Lagos
"₦ 130,000,000",6 Bedroom Duplex,Ago Palace Okota Lagos
"₦ 140,000,000",4 Bedroom Semi Detached Duplex,Community Road Okota Lagos
"₦ 180,000,000",4 Bedroom Duplex With 2 Units Of 3 Bedroom Flat,Okota Community Road Okota Lagos
"₦ 150,000,000",Uncompleted 1 Storey Building,Okota Lagos
"₦ 200,000,000",6 Units Of 3 Bedroom Flats,Liberty Estate Ago Palace Okota Lagos
"₦ 150,000,000",Block Of 5 Flats,Ago Palace Okota Lagos
"₦ 800,000,000",1 Acre Of Land,"Near Nimasa Office, Marine Road Apapa Lagos"
"₦ 10,500,000,000",3.80 Hectares Of Land,Apapa Oshodi Expressway Apapa Lagos
"₦ 500,000,000",1300sqm Land,Tin Can Apapa Lagos
"₦ 2,100,000,000",Warehouse,Apapa Lagos
"₦ 2,200,000,000","Factory, Warehouse + Office","Cornerpiece Of Creek Road By Burma Road, Apapa Lagos"
"₦ 950,000,000",Warehouse,Ijora 7up Ijora Apapa Lagos
"₦ 2,500,000,000",4000sqm Land,Directly On Creek Road Apapa Lagos
"$ 1,200,000",Warehouse Plus Office,Tin Can Apapa Lagos
"₦ 2,500,000,000",Warehouse,Apapa Lagos
"₦ 6,900,000,000",24 Units Of 3 Bedroom Flats,Apapa G.r.a Apapa Lagos
"₦ 250,000,000",Commercial Property On 1273.83sqm Land,Apapa Road Apapa Lagos
"₦ 2,500,000,000",7500 Sqm Of Land With Structure,Liverpool Apapa Lagos
"₦ 280,000,000",3 Storey Commercial Building With 150 Sqm Each Floor,Facing The Road Ijora Apapa Lagos
"₦ 1,000,000,000",A Warehouse,"Creek Road, Apapa road Apapa Lagos"
"₦ 450,000,000",Decent 5 Bedroom Fully Detached Duplex + Staff Quarters,"Parklane, Apapa G.r.a Apapa Lagos"
"₦ 1,000,000,000",3 Plots Of Land,Apapa Road Apapa Lagos
"₦ 2,500,000,000",Land Size Measuring 6685sqm,Cardozo Street Olodi Apapa Apapa Lagos
"₦ 1,200,000,000",Land,Olodi Apapa Apapa Lagos
"₦ 1,000,000,000","2,973sqm Land",Parklane Apapa G.r.a Apapa Lagos
"₦ 6,500,000",Newly Built & Spacious 1 Room Self Contained Flat,"Off Ogudu Road, Ketu, Ojota Lagos"
"₦ 200,000,000",Block Of 4 Units Of 3 Bedroom Flats With Mini Flat,Off Ogudu Road Ojota Lagos
"₦ 210,000,000",Bareland,Gra Ogudu Road Ojota Lagos
"₦ 170,000,000",Standard 4 Units Of 3 Bedroom Flat,Ogudu Road Ojota Lagos
"₦ 185,000,000",Executive 4 Bedroom Semi Detached Duplex,Ogudu Road Ojota Lagos
"₦ 4,500,000,000",9 Bays Of Warehouse,Ikorodu Road Ojota Lagos
"₦ 80,000,000",Bungalow,By Total Filling Station Ojota Lagos
"₦ 150,000,000",5 & 2 Bedroom Flat + 1 Mini Flat,Olatunji Street Ojota Lagos
"₦ 500,000,000",3 Plots Of Land,Ojota Lagos
"₦ 80,000,000",Solid Bungalow Building,Olatunji St Ojota Lagos
"₦ 70,000,000",4 Bedroom Detached Duplex With Bq,"Ogudu Ori Oke, Ojota Lagos"
"₦ 35,000,000",A Bungalow Consisting Of 6 Units Of Mini Flats,Ogudu Road Ojota Lagos
"₦ 200,000,000",6 Flats Of 3 Bedroom Apartment,Kujore Ogudu Road Ojota Lagos
"₦ 80,000,000",Bungalow,Ojota Lagos
"₦ 120,000,000",Storey Building,Ojota Lagos
"₦ 25,000,000",Bungalow On Half Plot Of Land,Ojota Lagos
"₦ 4,500,000,000",Warehouse,Mile 2 Orile Lagos
"₦ 70,000,000",4 Bedroom Duplex,Agege Orile Lagos
"₦ 800,000,000",Block Of 6 Nos Open Plan Office Spaces,Johnson Street Off Coker Road Orile Lagos
"₦ 150,000,000",Land,Lugbe Abuja
"₦ 18,000,000,000",118.52 Hectares Of Land,Lugbe South Airport Road Lugbe Abuja
"₦ 65,000,000",4 Bedroom Terraced Duplex With 1 Bq,Mshell Meriden Villa Estate Airport Road Lugbe Abuja
"₦ 200,000,000",4 Bedroom Detached Duplex With Bq,Emerald Garden Estate Lugbe Abuja
"₦ 3,500,000",Land,Federal Housing Estate Axis Lugbe Abuja
"₦ 10,000,000",500sqm Land,Lugbe Abuja
"₦ 140,000,000",4 Bedroom Terrraced Duplex,Beside Shoprite Lugbe Abuja
"₦ 5,500,000",500 Sqm Of Land,Crest View Residence Lugbe Abuja
"₦ 650,000,000",4.3 Hectares Of Land,Kyami Close To Manzua Estate Kyami Lugbe Abuja
"₦ 3,100,000",450sqm To Build 3 Bedroom Fully Detached Bungalow,Behind Aco Estate Phase 2 Lugbe Abuja
"₦ 2,600,000",350sqm Land For 3 Bedroom Semi Detatched Duplex + Bq,Behind Aco Estate Phase2 Lugbe Abuja
"₦ 2,300,000",300sqm To Build 3 Bedroom Semi Detatched Bungalow,Behind Aco Estate Phase 2 Lugbe Abuja
"₦ 25,000,000",1000sqm Plot Of Land,Behind River Park Estate Lugbe Abuja
"₦ 3,300,000",500sqm To Build 4 Bedroom Fully Detached Duplex With Bq,Behind Aco Estate Phase2 Lugbe Abuja
"₦ 12,000,000",500sqm Plot Of Land,Behind Dunamis Church Lugbe Abuja
"₦ 6,000,000",180 Sqm Of Land,Hills Hill Resistance Kyami Lugbe Abuja
"₦ 1,600,000",200sqm To Build 1 Bedroom Semi Detatched Bungalow,Behind Aco Estate Phase2 Lugbe Abuja
"₦ 1,800,000",250sqm To Build 3 Bedroom Terrace Duplex,Behind Aco Estate Phase 2 Lugbe Abuja
"₦ 1,700,000",250 Sqm To Build 3 Bedroom Terrace Bungalow,Close To Mountain Of Fire Camp Lugbe Abuja
"₦ 5,000,000",500sqm To Build 4bedroom Fully Detached Duplex With Bq,Trademore Estate Lugbe Abuja
"₦ 95,000,000",Newly Built And Very Spacious 4 Bedroom Duplex,Fo1 Kubwa Abuja
"₦ 3,500,000",250 Sqm Of Land,Jessyval City View Estates Kubwa Abuja
"₦ 5,500,000",400 Sqm Of Land,Jessyval City View Estates Kubwa Abuja
"₦ 1,500,000",Land,Karshi Kubwa Abuja
"₦ 48,000,000",2 Bedroom Terraced Duplex,Kubwa Abuja
"₦ 125,000,000",714sqm Land,Fo1 Kubwa Kubwa Abuja
"₦ 100,000,000",2 Units Of 3 Bedroom Semi Detached Duplex,Brick City Estate Phase 1 Kubwa Abuja
"₦ 55,000,000",Carcass 4 Bedroom Duplex,"Off Arab Road, Kubwa Abuja"
"₦ 400,000,000",20 Bedroom Hotel,Gbazango Extension Kubwa Abuja
"₦ 75,000,000",4 Bedroom Terrace Duplex,Kubwa Abuja
"₦ 90,000,000",4 Bedroom Fully Detached Duplex With A Bq,Kubwa Abuja
"₦ 27,000,000",280sqm Land,Estate In Military Pension Board Kubwa Kubwa Abuja
"₦ 15,000,000",500sqm Land,Arab Road Kubwa Kubwa Abuja
"₦ 50,000,000",4 Bedroom Bungalow With Bq,"2/1 , Npa Quarters Kubwa Abuja"
"₦ 80,000,000",Carcass 4 Bedroom Semi Detached Duplex With Bq,Estate Kubwa Abuja
"₦ 120,000,000",Newly Built 4 Bedroom Semi Detached Duplex,F01 Main Kubwa Kubwa Abuja
"₦ 250,000,000",5 Bedroom Detached Duplex,F01 Kubwa Abuja
"₦ 52,500,000",4 Bedroom House for sale,Kubwa Abuja
"₦ 1,400,000,000",6 Units Of 2 Bedroom/6 Units Of 1 Bedroom Flat With Bq,Close To Total Utako Abuja
"₦ 300,000,000",Luxury 4 Bedroom Terrace Duplex,Utako Abuja
"₦ 600,000,000",4 Bedroom Detached Duplex With Bq,Main Utako Abuja
"₦ 1,400,000,000",Distress 14units Of 2bedrom 4units Of 1bedrom+4self Con,Main Utako Abuja
"₦ 5,500,000,000",Duplexes,Close To Cbn Quarters Utako Abuja
"₦ 250,000,000",Luxurious 4 Bedroom Terrace Duplex With Bq,Close To Total Fuel Station Utako Abuja
"₦ 450,000,000",Luxurious 4 Bedroom Semi Detached Duplex With Bq,Close To Nnpc Utako Abuja
"₦ 5,000,000,000",An Uncompleted Office Complex Landsize 7000sqm,Close To Dpr Complex Utako Abuja
"₦ 400,000,000",Luxurious 6 Bedroom Detached Duplex With Bq,Main Utako Abuja
"₦ 600,000,000",Newly Built 4 Bedroom Detached Duplex With Bq,Utako Abuja
"₦ 750,000,000",5 Bedroom Semi Detached Duplex With Bq In Wuye,Utako Abuja
"₦ 1,400,000,000",22 Units Of Block Of Flats,Utako Abuja
"₦ 600,000,000",7 Bedroom Detached Duplex,Utako Abuja
"₦ 300,000,000",4 Bedroom Townhouse,Utako Abuja
"₦ 550,000,000",5 Bedroom Terraces & Semi Detached Duplexes,Utako Abuja
"₦ 350,000,000",5 Bedroom Fully Detached Duplex Plus Bq,Citec Mbora Nbora Abuja
"₦ 160,000,000",Spacious 5 Bedroom Detached Duplex With Bq,Jabi Nbora District Nbora Abuja
"₦ 500,000,000",5 Bedroom Fully Detached Duplex With Bq,Close To Citec Estate Mbora Nbora Abuja
"₦ 60,000,000",2 Bedroom Flat,Nbora Abuja
"₦ 150,000,000",New 3 Bedroom Bungalow With 2 Rooms Bq,Nbora Abuja
"₦ 450,000,000",5 Bedroom Duplex With Bq,Citec Nbora Abuja
"₦ 45,000,000",2 Bedroom Bungalow,Nbora Abuja
"₦ 30,000,000",300sqm To Build 5bedroom Terraced Duplex,Dakwo Abuja
"₦ 180,000,000",6 Bedroom Detached Duplex,Sunnyvale Estate Dakwo Abuja
"₦ 50,000,000",3 Bedroom Bungalow,Dakwo Abuja
"₦ 95,000,000",4 Bedroom Terraced Duplex,Dakwo Abuja
"₦ 200,000,000",6 Bedroom Fully Detached Duplex With Bq,By Sunnyvale Estate Dakwo Abuja
"₦ 90,000,000",3 Bedroom Semi Detached Bungalow,Dakwo/lokogoma Axis Dakwo Abuja
"₦ 170,000,000",Carcass 4 Bedroom Fully Detached Duplex,Near Sunnyvale Estate Dakwo Abuja
"₦ 40,000,000",2 Bedroom Flat,Dakwo Abuja
"₦ 180,000,000",4 Bedrooms Fully Detached Carcass Duplex,Near Sunnyvale Estate Dakwo Abuja
"₦ 350,000,000",6000 Sqm Residential Plot Of Land,"Dakwo District, By Sunnyvale Beside Jubilation Estate Dakwo Abuja"
"₦ 40,000,000",300sqm Plot Of Land,"Dakwo District, Beside Jubilation Estate Dakwo Abuja"
"₦ 140,000,000",Land,Karmo By Idu Karmo Abuja
"₦ 7,500,000/sqm",500 Sqm Estate Plot Of Land,Karshi Karmo Abuja
"₦ 150,000,000","4 Bedroom Terraced Duplex, 3 & 2 Bedroom Flats",Karmo Abuja
"₦ 60,000,000",3 Bedroom Flat,Karmo Idu District After Turkish Hospital (nizamiyel Hospital) Karmo Abuja
"₦ 60,000,000",2 Bedroom Flat,Karmo Idu District After Turkish Hospital (nizamiyel Hospital) Karmo Abuja
"₦ 70,000,000",3 Bedroom Flat,Karmo Idu District After Turkish Hospital (nizamiyel Hospital) Karmo Abuja
"₦ 2,500,000",Land,Karshi Karmo Abuja
"₦ 170,000,000",Land,Karmo Abuja
"₦ 180,000,000",Fully Detached Duplex With Bq,Near Nizamiye Turkish Hospital Karmo Abuja
"₦ 150,000,000",5 Bedrooms Duplex With Bq,Nizamiye Turkish Hospital Karmo Abuja
"₦ 75,000,000",3 Bedroom Terraced Duplex With 1 Bq Carcass,Coral Groove Estate Karmo Abuja
"₦ 120,000,000",4 Bedroom Terraced Duplex Plus 1 Bq Carsass,Karmo Idu District After Turkish Hospital (nizamiyel Hospital) Karmo Abuja
"₦ 220,000,000",5 Bedroom Fully Detached Duplex,Karmo Idu District After Turkish Hospital (nizamiyel Hospital) Karmo Abuja
"₦ 340,000,000",5 Bedroom Detached Duplex With 2 Bq,Karmo Idu District After Turkish Hospital (nizamiyel Hospital) Karmo Abuja
"₦ 55,000,000",3 And 2 Bedroom Appartments (shell Finish),Karmo Abuja
"₦ 160,000,000",Land,Karmo Abuja
"₦ 17,000,000",2 Bedroom Bungalow With Bq,Close To Berger Yard Karmo Abuja
"₦ 4,500,000",750sqm Land,"Fha Estate, Bwari Bwari Abuja"
"₦ 20,000,000",3 Bedroom Bungalow,Kuduru Extension Bwari Abuja
"₦ 6,500,000",400sqm Land,Bwari Abuja
"₦ 30,000,000",Commercial Land 1025 Sqm Rofo,By Kuduru Road Bwari Abuja
"₦ 55,000,000",2 Units 2 Bedroom Flat,By Arab Junction Bwari Abuja
"₦ 200,000,000",Land,Bwari Abuja
"₦ 210,000,000",Carcass 6 Units Of 2 Bedroom Flat,Dawaki Abuja Bwari Abuja
"₦ 10,000,000",3 Bedroom Carcass,Close To Law School Bwari Abuja
"₦ 3,500,000",832 Sqm Of Residential Land,F02 Layout Bwari Bwari Abuja
"₦ 55,000,000",4 Bedroom Bungalow,Bwari Abuja
"₦ 6,000,000",Land,Bwari Abuja
"₦ 1,000,000",Plot Of Land 225sqm,Kuduru Extension Bwari Abuja
"₦ 16,000,000",4 Units 1 Bedroom Flat With Borehole,Kuduru Extension Bwari Abuja
"₦ 400,000,000",Massive Warehouse,After Fgc Bwari Abuja
"₦ 68,000,000",2 Bedroom Terraced Duplex With Bq,Wumba Abuja
"₦ 70,000,000",4 Bedroom Detached Duplex,Wumba Abuja
"₦ 220,000,000",Newly Built 4bedroom Fully Detached Duplex With Bq,Apo Wumba Wumba Abuja
"₦ 80,000,000",4 Bedroom Terrace Duplex With Bq,Apo Wumba Abuja
"₦ 150,000,000",4 Bedroom Semi Detached Duplex With Bq,Apo Wumba Abuja
"₦ 40,000,000",8 bedroom Land for sale Maitama 2 Mpape Abuja,Maitama 2 Mpape Abuja
"₦ 85,000,000",4 Bedroom Detached Duplex,Orozo Abuja
"₦ 15,000,000",5000 Sqm Fcda Plot Of Land,Orozo Abuja
"₦ 9,000,000",2300 Sqm Fcda Residential Land,Orozo Abuja
"₦ 640,000,000",80 Hectares Of Land,"Karshi, Raphin Kwara Layout Orozo Abuja"
"₦ 30,000,000",3 Bedroom Bungalow Plus Bq,Cajah Estate Orozo Fct Orozo Abuja
"₦ 6,500,000","Plot 1615, 875sqm , Fcda R Of O",Behind Federal Science Technical College Orozo Abuja
"₦ 5,000,000",Land,Orozo Abuja
"₦ 1,000,000",Acres Of Land (n6 Million Naira Per Acre),Mosimi Along Agbowa Road Sagamu Ogun
"₦ 400,000,000",200 Acres Of Land,Niger Biscuits Before Sotubo Sagamu Ogun
"₦ 120,000,000",Uncompleted 12 Units Of 2 Bedroom Apartment,Shimawa Sagamu Ogun
"₦ 85,000,000",Block Of 4 Flats,Sagamu Ogun
"₦ 3,500,000",Land,Exquisite Estate Imota Sagamu Sagamu Ogun
"₦ 2,700,000",Land With Registered Survey & Deed,Kajola Sagamu Sagamu Ogun
"₦ 6,000,000",Land For Sale In Mowe Ofada Lagos,Mowe Ofada Sagamu Ogun
"₦ 4,500,000",Land For Sale In Ogun State By Simawa,Simawa Sagamu Ogun
"₦ 42,500,000",3 Bedroom Detached Bungalow For Sale In Ogun State,Sagamu Ogun
"₦ 5,650,000",Land,Doc Garden Shimawa Sagamu Ogun
"₦ 8,000,000",Land,Toll Gate Sagamu Ogun
"₦ 55,000,000",3 Bedroom Semi Detached House,Redeption Camp Sagamu Ogun
"₦ 10,000,000",465 Sqm Land,Issele Azagba Asaba Delta
"₦ 550,000",Land,Otulu Asaba Delta
"₦ 10,000,000",Land,Okpanam Asaba Delta
"₦ 40,000,000",Land,Okpanam Asaba Delta
"₦ 5,000,000",Land,Behind Chinese Construction Company Asaba Delta
"₦ 2,000,000",Land,15mins Drive From Shoprite Warri Delta
"₦ 4,500,000",Land,Very Close To Mercy Land Church Warri Delta
"₦ 2,000,000",Land,15 Mins From Shoprite Warri Delta
"₦ 1,500,000",Land,Okpe Warri Delta
"₦ 1,500,000",Land,Efena Luxury City Phase2 Warri Delta
"₦ 2,500,000",465sqm Land,Warri Delta
"₦ 5,000,000",Land,Warri Delta
"₦ 2,000,000",Land,Proximity To Osubi Airport Warri Delta
"₦ 1,500,000",Land,Very Close To Mercy Land Church Effurun Warri Delta
"₦ 1,500,000",Land,Egborode Warri Delta
"₦ 2,000,000",Land,Few Minutes From Shoprite Warri Delta
"₦ 1,500,000",Land,Effurun Roundabout Warri Delta
"₦ 1,500,000",Land,Close To Effurun Roundabout Warri Delta
"₦ 3,500,000",Land,Uvwie Oregha Community Uvwie/ Coral Estate/warri Uvwie Delta
"₦ 65,000,000",Modern House Consisting Of 6 Units Of Two Bedroom Flats,Okuokoko Uvwie Delta
"₦ 60,000,000",5 Bedroom Duplex,Warri Uvwie Delta
"₦ 25,000,000",Twin Houses,Omadino Uvwie Delta
"₦ 65,000,000",6 Units Of 2 Bedroom Flats Upstairs,Off Pti Road Uvwie Delta
"₦ 1,400,000,000",House,Chevron Express Road Uvwie Delta
"₦ 4,000,000",Land,Ogwashi Uku Uvwie Delta
"₦ 5,400,000",Land for sale Adjacent Osun State Secretariat/ Ede Road/ Olufunmilayo Estate Phase 2 Osogbo Osun,"Osogbo, Osun"
"₦ 85,000,000",Warehouse + 3 Units Of 3 Bedroom Flats,"Osogbo, Osun"
"₦ 90,000,000",Spacious 4 Bedroom Detached Duplex,Centenary City Enugu Enugu
"₦ 2,500,000","Land for sale Off Aduwawa Bypas, Central Edo","Off Aduwawa Bypas, Central Edo"
"₦ 2,500,000",Land for sale Aduwawa Bypass Central Edo,Aduwawa Bypass Central Edo
"₦ 380,000,000",Commercial Property for sale Upper Siloko Central Edo,Upper Siloko Central Edo
"₦ 35,000,000","House for sale Zafike Street, Eyaen, Off Benin Auchi Road, Benin City. Central Edo","Zafike Street, Eyaen, Off Benin Auchi Road, Benin City. Central Edo"
"₦ 75,000,000","Land for sale Etete Gra, Benin City Central Edo","Etete Gra, Benin City Central Edo"
"₦ 18,000,000",Land for sale Behind Senator Osakue's House At Ekae Central Edo,Behind Senator Osakue's House At Ekae Central Edo
"₦ 160,000,000",9 Bedroom Duplex,Off Etete Gra Benin City Central Edo
"₦ 60,000,000",4 Bedroom Bungalow,"Ogueka Community, Benin Auchi Bypass Road Central Edo"
"₦ 58,000,000",5 Bedroom Duplex,"Ekewan Road Axis, Benin City Central Edo"
"₦ 100,000,000",School,Ugbowo Central Edo
"₦ 25,000,000",2 Units Of 3 Bedroom Flat,Eriaria Sapele Road Central Edo
"₦ 130,000,000",Block Of 4 Flats,Waec Road Off Ogunmwenyi Road Central Edo
"₦ 80,000,000",2 Plots Of Land,Amagba Road Central Edo
"₦ 70,000,000",4 Bedroom Bungalow,Ogunwenyi Central Edo
"₦ 75,000,000",Four Bedroom Bungalow With Self Contained,Eyaen Road Along Benin Auchi Road Central Edo
"₦ 4,000,000",464sqm Land Behind Mankonor Catholic Church Ikom Cross River,Behind Mankonor Catholic Church Ikom Cross River
"₦ 2,500,000",Land Close To Northwest Filling Station Calabar Cross River,Close To Northwest Filling Station Calabar Cross River
"₦ 4,000,000",Land Close To Obudu Cattle Ranch Calabar Ikom Cross River,Close To Obudu Cattle Ranch Calabar Ikom Cross River
"₦ 4,000,000",Land Behind Mankonor Catholic Church Ikom Cross River,Behind Mankonor Catholic Church Ikom Cross River
"₦ 3,500,000",Land Eleventh Mile Near Northwest Filling Station Calabar Cross River,Eleventh Mile Near Northwest Filling Station Calabar Cross River
"₦ 3,000,000","Land 11th Mile, Calabar Municipal Calabar Cross River","11th Mile, Calabar Municipal Calabar Cross River"
"₦ 2,500,000",Land Northwest Filling Station Calabar Municipal Calabar Cross River,Northwest Filling Station Calabar Municipal Calabar Cross River
"₦ 3,500,000",Land Few Minutes Drive From Tinapa Junction Calabar Cross River,Few Minutes Drive From Tinapa Junction Calabar Cross River
"₦ 4,400,000",Land Off Tinapa Road Calabar Cross River,Off Tinapa Road Calabar Cross River
"₦ 2,500,000",Land Near North West Filling Station Odukpani Calabar Cross River,Near North West Filling Station Odukpani Calabar Cross River
"₦ 3,500,000",464sqm Land Imperial Luxury City Calabar Cross River,Imperial Luxury City Calabar Cross River
"₦ 3,000,000",Land Near North West Filling Station Calabar Cross River,Near North West Filling Station Calabar Cross River
"₦ 3,500,000",Land Eleventh Mile Calabar Municipal Near North West Filling Station Calabar Cross River,Eleventh Mile Calabar Municipal Near North West Filling Station Calabar Cross River
"₦ 4,000,000",464 Sqm Of Land Few Minutes Drive From Obudu Cattle Ranch Ikom Cross River,Few Minutes Drive From Obudu Cattle Ranch Ikom Cross River
"₦ 4,000,000",Land Asenase Community Ikom Cross River,Asenase Community Ikom Cross River
"₦ 3,500,000",Land Near North West Filling Station Calabar Cross River,Near North West Filling Station Calabar Cross River
"₦ 550,000,000",6 Bedroom House for sale Efab Metropolis Estate Karsana Abuja,Efab Metropolis Estate Karsana Abuja
"₦ 200,000,000",1 Storey Building,Along Oshodi Expressway Bolade Oshodi Lagos
"₦ 80,000,000",Storey Building,Off Yusuf Street Mafoluku Oshodi Lagos
"₦ 30,000,000",Land,Mafoluku Oshodi Lagos
"₦ 260,000,000",Block Of Flats,Ajao Estate Airport Road Oshodi Lagos
"₦ 3,500,000,000",3 Bay Warehouse,Oshodi Lagos
"₦ 1,500,000,000",Land,Oshodi Lagos
"₦ 1,400,000,000",Filling Station,Apapa/oshodi Express Oshodi Lagos
"₦ 150,000,000",4 Units Of 2 Bedroom Flat,Ajao Estate Airport Road Oshodi Lagos
"₦ 60,000,000",Half Plot Of Land,Mafoluku Oshodi Lagos
"₦ 8,500,000,000",Hotel,"Directly Along Muritala Mohammed Road, Airport Road, Ajao Estate, Oshodi Isolo Airport Road Oshodi Lagos"
"₦ 230,000,000",Newly Built Four Bedroom Duplex + Two Miniflats,Ajao Estate Airport Road Oshodi Lagos
"₦ 260,000,000",Prime Commercial Property,Apapa Oshodi Express Way Oshodi Expressway Oshodi Lagos
"₦ 1,200,000,000",Commercial 4 Plots Of Land,Opposite Arena Market Oshodi Lagos
"₦ 85,000,000",Plot Of Land,Off Afariogun Oshodi Expressway Oshodi Lagos
"₦ 550,000,000",5 Plots Of Land,Oshodi Lagos
"₦ 170,000,000",3 Storey Block Of Flats,Oshodi Lagos
"₦ 2,000,000,000",2 Bay Warehouses+ 3 Storey Office Building,Oshodi Expressway Oshodi Lagos
"₦ 38,000,000",3 Bedroom Flat With 3 Room Self Contained,Ejigbo Lagos
"₦ 9,000,000",Half Plot Of Land,Ejigbo Ejigbo Lagos
"₦ 120,000,000",Storey Building,Ejigbo Lagos
"₦ 27,000,000",A Bungalow,Ejigbo Lagos
"₦ 95,000,000",Decent 4 Units Of 3 Bedroom Flat,"Jimoh Street, Off Nnpc Road, Ejigbo Lagos"
"₦ 85,000,000",4 Units Of 3 Bedroom Flat,"Ifoshi, Orilowo Ejigbo Lagos"
"₦ 130,000,000",2 Storey Building,Ejigbo Lagos
"₦ 160,000,000",4 Bedroom Duplex,Ejigbo Ejigbo Lagos
"₦ 70,000,000",10 Bedroom Duplex + 2 Units Of Mini Flat,Ejigbo Ejigbo Lagos
"₦ 150,000,000",5 Bedroom Duplex,Ejigbo Lagos
"₦ 40,000,000",Block Of Flats,Ejigbo Lagos
"₦ 110,000,000",One & Half Plot Of Land,Iyana Ejigbo Ejigbo Lagos
"₦ 130,000,000",Shopping Complex Facing The Major Road,Iyana Ejigbo Ejigbo Lagos
"₦ 120,000,000",Block Of Flats,"Silvester Estate, Idimu Ejigbo Lagos"
"₦ 75,000,000",5 Units Of 4 Bedroom Flats+warehous,Ejigbo Ejigbo Lagos
"₦ 170,000,000",Pure Water Factory On 2 Plots,Ronin Side Ejigbo Lagos
"₦ 39,000,000",Block Of Flats,Idimu Ejigbo Lagos
"₦ 60,000,000",4 Units Of 3 Bedroom Flats,Ife Odan Ejigbo Lagos
"₦ 70,000,000",Relatively New Block Of Flats,Bucknor Estate Ejigbo Lagos
"₦ 27,000,000",2 Units Of Bungalow,Ejigbo Lagos Mainland Ejigbo Lagos
"₦ 700,000,000","Warehouse Measuring 14,000sqft","Off Fatai Atere Way, Matori Industrial Estate. Mushin Lagos"
"₦ 135,000,000",House,Off Ladipo Mushin Lagos
"₦ 60,000,000",4 Bedroom Duplex,Olateju Mushin Lagos
"₦ 30,000,000",Half Plot Of Land,Off Oliyide Papa Ajao Mushin Lagos
"₦ 750,000,000",Commercial 4 Plots Of Land,Mushin Isolo Road Mushin Lagos
"₦ 80,000,000",A Storey Building,Papa Ajao Mushin Lagos
"₦ 120,000,000",Block Of Flats,Mushin Lagos
"₦ 500,000,000",Block Of Flats,Ilupeju Mushin Lagos
"₦ 130,000,000",6 Units Of 3 Bedroom Flats,Mushin Mushin Lagos
"₦ 120,000,000",2 Storey Block Of Flats,Palm Avenue Mushin Mushin Lagos
"₦ 80,000,000",4 Bedroom Bungalow,Papa Ajao Mushin Lagos
"₦ 130,000,000",Corner Piece Land Measuring 920.597 Sqm,"Old Agege Motor Road, Idi Oro Mushin Lagos"
"₦ 200,000,000",Storey Building,Mushin Lagos
"₦ 600,000,000",2100 Sqm Land,Mushin Lagos
"₦ 30,000,000",A Tenament House On Half Plot Of Land,Mushin Lagos
"₦ 150,000,000",Storey Building,Papa Ajao Mushin Lagos
"₦ 120,000,000",A Tenament Storey Building,Palm Avenue Papa Ajao Mushin Lagos
"₦ 80,000,000",Storey Building,Mushin Lagos
"₦ 22,000,000",Half Plot Of Land,Toluwalase Street Off Ososa Street Bariga Lagos
"₦ 40,000,000",Full Plot Of Land,Araromi Street Bariga Lagos
"₦ 85,000,000",3 Storey Block Of Flats,Bariga Lagos
"₦ 8,000,000",Shop,Bariga Lagos
"₦ 8,000,000",Shop,Shomolu Bariga Lagos
